Label,Probabilities
0,[ 0.51355666  0.48644331]
1,[ 0.48645243  0.51354754]
1,[ 0.49963778  0.50036222]
1,[ 0.49015617  0.50984389]
1,[ 0.48272842  0.51727158]
1,[ 0.49318686  0.50681317]
1,[ 0.49972349  0.50027657]
1,[ 0.47244647  0.52755356]
1,[ 0.4915686   0.50843143]
0,[ 0.50002187  0.49997815]
0,[ 0.51062727  0.48937276]
1,[ 0.47624153  0.52375847]
1,[ 0.47899029  0.52100974]
1,[ 0.47745803  0.522542  ]
1,[ 0.47474352  0.52525651]
1,[ 0.49477735  0.50522268]
1,[ 0.49487606  0.50512397]
1,[ 0.4907853  0.5092147]
1,[ 0.48301581  0.51698422]
0,[ 0.52774704  0.47225294]
1,[ 0.48740849  0.51259148]
0,[ 0.51466984  0.48533019]
1,[ 0.4876543   0.51234567]
0,[ 0.51946098  0.48053902]
1,[ 0.48339561  0.51660442]
1,[ 0.49384627  0.50615376]
1,[ 0.49122137  0.50877863]
0,[ 0.50374079  0.49625924]
1,[ 0.48530984  0.51469016]
1,[ 0.48262402  0.51737601]
0,[ 0.50640368  0.49359632]
0,[ 0.5162133  0.4837867]
1,[ 0.48844302  0.51155698]
1,[ 0.48542318  0.51457679]
0,[ 0.51627588  0.48372412]
1,[ 0.49153551  0.50846446]
1,[ 0.47882614  0.52117383]
1,[ 0.49794438  0.50205564]
1,[ 0.4820005   0.51799947]
1,[ 0.49052712  0.50947291]
1,[ 0.48933324  0.51066679]
1,[ 0.48695266  0.51304734]
1,[ 0.47454026  0.52545971]
1,[ 0.49406856  0.50593144]
1,[ 0.48173639  0.51826358]
1,[ 0.49115771  0.50884229]
1,[ 0.49638668  0.50361335]
1,[ 0.4827553  0.5172447]
1,[ 0.49932486  0.50067508]
1,[ 0.49957177  0.50042826]
0,[ 0.5159474   0.48405263]
1,[ 0.47486019  0.52513975]
0,[ 0.50583446  0.49416557]
0,[ 0.50757813  0.4924219 ]
0,[ 0.50231493  0.49768505]
1,[ 0.48047137  0.51952863]
1,[ 0.49408203  0.50591797]
1,[ 0.49944061  0.50055939]
0,[ 0.51884818  0.48115179]
1,[ 0.47867239  0.52132761]
1,[ 0.47956356  0.52043647]
1,[ 0.48704615  0.51295382]
1,[ 0.49562231  0.50437766]
1,[ 0.49877134  0.50122869]
0,[ 0.50920582  0.49079415]
1,[ 0.48321816  0.51678187]
1,[ 0.47253424  0.52746576]
1,[ 0.48196766  0.51803231]
1,[ 0.48581713  0.51418287]
1,[ 0.49190378  0.50809622]
0,[ 0.51418948  0.48581052]
1,[ 0.47801548  0.52198458]
1,[ 0.47607791  0.52392209]
1,[ 0.49202845  0.50797153]
0,[ 0.50833356  0.49166647]
1,[ 0.4800972   0.51990283]
1,[ 0.47872728  0.52127272]
1,[ 0.47988662  0.52011335]
1,[ 0.48265001  0.51735002]
1,[ 0.4880901  0.5119099]
1,[ 0.48196614  0.51803386]
1,[ 0.49516922  0.50483084]
1,[ 0.48874426  0.51125574]
1,[ 0.49799442  0.50200558]
0,[ 0.50223988  0.49776012]
0,[ 0.51694387  0.48305616]
1,[ 0.47447804  0.52552193]
1,[ 0.49672326  0.50327677]
0,[ 0.51604199  0.48395804]
1,[ 0.48313355  0.51686645]
0,[ 0.50321209  0.49678788]
1,[ 0.49827102  0.50172901]
1,[ 0.48167861  0.51832139]
1,[ 0.49279046  0.50720954]
1,[ 0.49184588  0.50815409]
1,[ 0.47121358  0.52878636]
1,[ 0.4982892   0.50171077]
0,[ 0.51418424  0.48581579]
1,[ 0.4777292  0.5222708]
1,[ 0.49154353  0.50845653]
1,[ 0.49146214  0.50853783]
1,[ 0.49183786  0.5081622 ]
1,[ 0.48688343  0.51311654]
0,[ 0.50255936  0.49744064]
1,[ 0.48014536  0.51985466]
1,[ 0.49223724  0.50776279]
1,[ 0.47747797  0.52252209]
1,[ 0.47922397  0.52077603]
1,[ 0.48977071  0.51022929]
1,[ 0.4858835   0.51411653]
1,[ 0.49203971  0.50796026]
0,[ 0.50304419  0.49695581]
0,[ 0.50006717  0.49993286]
1,[ 0.49224997  0.50775009]
1,[ 0.48205474  0.51794523]
1,[ 0.47316658  0.52683342]
1,[ 0.48693532  0.51306468]
1,[ 0.47917688  0.52082318]
0,[ 0.51433581  0.48566416]
1,[ 0.49982432  0.50017565]
1,[ 0.47074896  0.52925104]
1,[ 0.48899838  0.51100159]
1,[ 0.49394432  0.50605565]
1,[ 0.48510021  0.51489979]
0,[ 0.50010973  0.49989027]
1,[ 0.48066187  0.51933813]
1,[ 0.49064329  0.50935674]
1,[ 0.49491748  0.50508255]
1,[ 0.47964486  0.52035511]
1,[ 0.48584461  0.51415539]
1,[ 0.48922992  0.51077008]
1,[ 0.48647353  0.5135265 ]
0,[ 0.52140093  0.4785991 ]
1,[ 0.48413417  0.51586586]
1,[ 0.4853555   0.51464444]
1,[ 0.48866916  0.5113309 ]
1,[ 0.48036182  0.51963824]
0,[ 0.52070892  0.47929105]
1,[ 0.487809  0.512191]
1,[ 0.48153505  0.51846492]
1,[ 0.48365605  0.51634401]
1,[ 0.49705032  0.50294966]
1,[ 0.49783444  0.50216562]
1,[ 0.47889683  0.52110314]
1,[ 0.4822934   0.51770657]
0,[ 0.50034666  0.49965337]
1,[ 0.49778783  0.50221211]
0,[ 0.50733578  0.49266425]
0,[ 0.51514268  0.48485735]
1,[ 0.49517196  0.5048281 ]
1,[ 0.4976804   0.50231963]
1,[ 0.47636643  0.5236336 ]
1,[ 0.49284819  0.50715184]
1,[ 0.49587804  0.5041219 ]
1,[ 0.48349714  0.5165028 ]
1,[ 0.48275125  0.51724875]
0,[ 0.50419003  0.49581   ]
1,[ 0.47801125  0.52198869]
1,[ 0.49378863  0.5062114 ]
0,[ 0.50008738  0.49991256]
1,[ 0.49288628  0.50711375]
1,[ 0.4784337   0.52156627]
1,[ 0.48507982  0.51492018]
1,[ 0.48264098  0.51735902]
1,[ 0.49532759  0.50467241]
0,[ 0.50095022  0.49904978]
1,[ 0.48901668  0.51098329]
0,[ 0.50710046  0.49289951]
1,[ 0.47955433  0.5204457 ]
0,[ 0.50068313  0.49931693]
0,[ 0.50114077  0.49885929]
1,[ 0.48197514  0.5180248 ]
1,[ 0.49542114  0.50457889]
1,[ 0.47700644  0.52299356]
1,[ 0.49564427  0.50435573]
1,[ 0.49953058  0.50046939]
1,[ 0.4954195  0.5045805]
0,[ 0.50287771  0.49712223]
1,[ 0.4853974  0.5146026]
0,[ 0.50156164  0.49843842]
1,[ 0.48185599  0.51814395]
0,[ 0.50928062  0.49071935]
1,[ 0.49913821  0.50086176]
1,[ 0.4975881   0.50241184]
1,[ 0.48637435  0.51362562]
1,[ 0.49753624  0.50246382]
0,[ 0.50194061  0.49805936]
1,[ 0.47570369  0.52429634]
0,[ 0.50629526  0.49370468]
1,[ 0.4704532  0.5295468]
1,[ 0.47947368  0.52052629]
1,[ 0.48911664  0.51088333]
1,[ 0.48853892  0.51146108]
1,[ 0.47136441  0.52863562]
1,[ 0.49783468  0.50216532]
0,[ 0.51090413  0.48909581]
1,[ 0.49271378  0.50728625]
1,[ 0.48701784  0.51298219]
0,[ 0.50015223  0.49984774]
1,[ 0.49014521  0.50985479]
0,[ 0.50240701  0.49759296]
0,[ 0.51798946  0.48201051]
0,[ 0.50726694  0.49273306]
1,[ 0.48834643  0.5116536 ]
0,[ 0.5050205  0.4949795]
0,[ 0.50118035  0.49881965]
0,[ 0.50276738  0.49723262]
1,[ 0.48049664  0.51950336]
0,[ 0.50887358  0.49112642]
1,[ 0.47628024  0.52371979]
1,[ 0.49596602  0.50403398]
0,[ 0.50678939  0.49321064]
1,[ 0.49278024  0.50721979]
1,[ 0.4863632   0.51363683]
1,[ 0.49660358  0.50339639]
0,[ 0.50090009  0.49909991]
1,[ 0.48267472  0.51732528]
1,[ 0.49763981  0.50236022]
1,[ 0.49705154  0.50294846]
1,[ 0.48853227  0.5114677 ]
1,[ 0.48190853  0.5180915 ]
0,[ 0.51229435  0.48770565]
1,[ 0.4938975  0.5061025]
1,[ 0.49544668  0.50455332]
1,[ 0.48828575  0.51171428]
1,[ 0.49293351  0.50706649]
1,[ 0.49230641  0.50769359]
0,[ 0.50398469  0.49601537]
1,[ 0.48928678  0.51071322]
1,[ 0.48475692  0.51524311]
1,[ 0.48422009  0.51577991]
1,[ 0.48247543  0.5175246 ]
1,[ 0.4945232   0.50547683]
0,[ 0.50993526  0.49006474]
1,[ 0.49400759  0.50599241]
1,[ 0.48863235  0.51136768]
0,[ 0.51625311  0.48374692]
1,[ 0.47820321  0.52179676]
1,[ 0.47884586  0.52115417]
1,[ 0.48605159  0.51394838]
1,[ 0.48318332  0.51681668]
1,[ 0.4843668   0.51563317]
1,[ 0.47467333  0.52532673]
1,[ 0.49054968  0.50945032]
1,[ 0.48000652  0.51999348]
1,[ 0.48857653  0.51142347]
1,[ 0.49151424  0.50848573]
1,[ 0.48607287  0.51392716]
0,[ 0.50994641  0.49005356]
1,[ 0.49829426  0.50170571]
0,[ 0.50188982  0.49811015]
1,[ 0.4724431  0.5275569]
1,[ 0.49324396  0.50675601]
0,[ 0.50197339  0.49802664]
1,[ 0.49302068  0.50697935]
1,[ 0.48983341  0.51016659]
1,[ 0.49289888  0.50710106]
0,[ 0.51704693  0.48295304]
0,[ 0.52261019  0.47738981]
1,[ 0.49166733  0.50833273]
1,[ 0.48832434  0.51167566]
1,[ 0.4774195  0.5225805]
1,[ 0.47615871  0.52384132]
0,[ 0.50820851  0.49179149]
1,[ 0.49169666  0.50830334]
1,[ 0.49928024  0.50071973]
1,[ 0.48507473  0.5149253 ]
1,[ 0.48070288  0.51929718]
1,[ 0.49740422  0.50259578]
1,[ 0.48812264  0.51187736]
1,[ 0.49239662  0.50760335]
0,[ 0.52608639  0.47391361]
1,[ 0.49488622  0.50511378]
1,[ 0.48864797  0.511352  ]
1,[ 0.4933733   0.50662667]
1,[ 0.48340699  0.51659304]
1,[ 0.49649087  0.5035091 ]
1,[ 0.48904723  0.51095277]
0,[ 0.50970632  0.49029365]
1,[ 0.49626943  0.5037306 ]
1,[ 0.4785578   0.52144223]
1,[ 0.49484241  0.50515759]
1,[ 0.49448162  0.50551838]
1,[ 0.48328605  0.51671392]
1,[ 0.47638801  0.52361196]
1,[ 0.49521485  0.50478518]
1,[ 0.48305726  0.51694274]
1,[ 0.48613828  0.51386172]
1,[ 0.49123132  0.50876874]
1,[ 0.4854908  0.5145092]
1,[ 0.48202798  0.51797199]
1,[ 0.49459004  0.50540996]
1,[ 0.47987738  0.52012259]
1,[ 0.49733371  0.50266629]
1,[ 0.4844546   0.51554537]
1,[ 0.48053569  0.51946431]
1,[ 0.47626621  0.52373379]
1,[ 0.48897597  0.511024  ]
1,[ 0.48486021  0.51513976]
1,[ 0.475876    0.52412397]
1,[ 0.48158124  0.51841879]
1,[ 0.49902695  0.50097311]
1,[ 0.49318135  0.50681865]
1,[ 0.47625059  0.52374941]
1,[ 0.49700633  0.50299364]
1,[ 0.49132201  0.50867796]
1,[ 0.48294818  0.51705182]
1,[ 0.49213019  0.50786978]
1,[ 0.47345486  0.52654511]
0,[ 0.5059427   0.49405733]
1,[ 0.49243852  0.50756145]
1,[ 0.48840457  0.51159543]
1,[ 0.48220497  0.51779503]
1,[ 0.47811514  0.52188486]
1,[ 0.48573697  0.51426303]
0,[ 0.50294739  0.49705258]
1,[ 0.49380413  0.50619584]
1,[ 0.48705408  0.51294595]
1,[ 0.48791283  0.51208717]
1,[ 0.47666079  0.52333921]
1,[ 0.48209852  0.51790148]
1,[ 0.47439721  0.52560282]
1,[ 0.47737768  0.52262229]
0,[ 0.52250475  0.47749522]
0,[ 0.51168519  0.48831481]
0,[ 0.50960404  0.49039602]
0,[ 0.50036049  0.49963945]
0,[ 0.50464427  0.4953557 ]
1,[ 0.48907554  0.51092446]
1,[ 0.48403576  0.51596421]
0,[ 0.51654232  0.48345771]
1,[ 0.48183078  0.51816922]
1,[ 0.49883568  0.50116432]
0,[ 0.50492096  0.49507904]
1,[ 0.49817112  0.50182885]
1,[ 0.49658221  0.50341779]
1,[ 0.47911072  0.52088928]
1,[ 0.48928449  0.51071548]
1,[ 0.49698842  0.50301158]
1,[ 0.4913502   0.50864977]
0,[ 0.50127333  0.49872667]
1,[ 0.4889428  0.5110572]
1,[ 0.48109919  0.51890075]
1,[ 0.48214832  0.51785171]
0,[ 0.50132644  0.49867353]
1,[ 0.48795214  0.51204783]
1,[ 0.48488986  0.51511008]
0,[ 0.5095951   0.49040487]
1,[ 0.49174917  0.50825083]
1,[ 0.48740849  0.51259148]
1,[ 0.48329148  0.51670855]
1,[ 0.48419037  0.51580966]
1,[ 0.48412055  0.51587951]
1,[ 0.49209428  0.50790572]
1,[ 0.4734205  0.5265795]
1,[ 0.48565197  0.51434803]
1,[ 0.48861042  0.51138955]
0,[ 0.50855887  0.49144119]
1,[ 0.48918056  0.51081944]
1,[ 0.48773536  0.51226461]
1,[ 0.49605125  0.50394875]
1,[ 0.48553926  0.51446074]
1,[ 0.49272606  0.50727391]
1,[ 0.48319176  0.51680821]
1,[ 0.4835653   0.51643473]
1,[ 0.49432877  0.5056712 ]
0,[ 0.50780553  0.49219444]
1,[ 0.48318741  0.51681256]
1,[ 0.478351    0.52164906]
1,[ 0.47662464  0.52337539]
1,[ 0.48182207  0.51817793]
1,[ 0.49294174  0.50705826]
1,[ 0.49570784  0.50429213]
1,[ 0.4771075   0.52289253]
1,[ 0.49722248  0.50277752]
1,[ 0.49217182  0.50782818]
1,[ 0.48307467  0.51692533]
0,[ 0.51499951  0.48500043]
1,[ 0.49212936  0.50787061]
1,[ 0.47593746  0.52406257]
1,[ 0.48736751  0.51263249]
1,[ 0.48243693  0.5175631 ]
1,[ 0.49066296  0.50933707]
1,[ 0.48656529  0.51343471]
0,[ 0.51267159  0.48732847]
1,[ 0.49363005  0.50636989]
1,[ 0.48327574  0.51672423]
1,[ 0.49750197  0.50249797]
0,[ 0.51965743  0.48034254]
0,[ 0.50699395  0.49300605]
1,[ 0.47601014  0.52398986]
1,[ 0.47836468  0.52163529]
1,[ 0.49769193  0.50230807]
0,[ 0.51742244  0.48257753]
1,[ 0.49058461  0.50941545]
0,[ 0.51111889  0.48888111]
1,[ 0.48479104  0.51520896]
1,[ 0.48075375  0.51924622]
1,[ 0.49013093  0.5098691 ]
1,[ 0.49000204  0.50999796]
1,[ 0.47752541  0.52247459]
0,[ 0.50555003  0.49444994]
1,[ 0.47597089  0.52402908]
1,[ 0.47948569  0.52051431]
1,[ 0.48725945  0.51274055]
1,[ 0.48507068  0.51492929]
0,[ 0.51362181  0.48637816]
1,[ 0.49272245  0.50727755]
0,[ 0.50261551  0.49738449]
1,[ 0.49235779  0.50764221]
1,[ 0.4783158   0.52168423]
1,[ 0.48814571  0.51185429]
1,[ 0.498463    0.50153702]
1,[ 0.48818296  0.51181704]
1,[ 0.48966628  0.51033372]
1,[ 0.4794862   0.52051383]
1,[ 0.49427602  0.50572401]
1,[ 0.48610789  0.51389217]
1,[ 0.47531885  0.52468115]
1,[ 0.49977773  0.50022227]
1,[ 0.47172841  0.52827156]
1,[ 0.4820309   0.51796907]
1,[ 0.47366887  0.52633113]
1,[ 0.49399075  0.50600922]
1,[ 0.4818725   0.51812744]
1,[ 0.48317185  0.51682812]
1,[ 0.4770858   0.52291417]
1,[ 0.47365758  0.52634239]
1,[ 0.4866299  0.5133701]
1,[ 0.48149005  0.51850992]
1,[ 0.49459663  0.5054034 ]
1,[ 0.49518478  0.50481522]
1,[ 0.49381012  0.50618988]
1,[ 0.49062902  0.50937092]
1,[ 0.48569697  0.51430303]
1,[ 0.48081896  0.51918107]
1,[ 0.48381281  0.51618713]
1,[ 0.47956675  0.52043319]
0,[ 0.5154776   0.48452237]
0,[ 0.50073826  0.49926168]
0,[ 0.51731247  0.4826875 ]
1,[ 0.49887383  0.50112617]
1,[ 0.47444287  0.5255571 ]
1,[ 0.49366164  0.50633836]
1,[ 0.48711663  0.51288337]
0,[ 0.50082505  0.49917492]
1,[ 0.4818725  0.5181275]
1,[ 0.48983425  0.51016581]
1,[ 0.47793499  0.52206498]
0,[ 0.51673913  0.48326087]
1,[ 0.49231696  0.50768304]
1,[ 0.4915466   0.50845343]
1,[ 0.4969326   0.50306737]
1,[ 0.4983179  0.5016821]
1,[ 0.48157009  0.51842993]
1,[ 0.47862768  0.52137232]
1,[ 0.49700922  0.50299078]
1,[ 0.48275632  0.51724368]
1,[ 0.48844376  0.51155627]
1,[ 0.48734179  0.51265824]
1,[ 0.47452444  0.52547556]
1,[ 0.49067599  0.50932407]
1,[ 0.49285764  0.50714236]
1,[ 0.48669767  0.51330233]
0,[ 0.50095016  0.49904981]
0,[ 0.5086596  0.4913404]
0,[ 0.5172559   0.48274413]
0,[ 0.50503522  0.49496481]
0,[ 0.50735778  0.49264225]
1,[ 0.48124468  0.51875532]
1,[ 0.49026498  0.50973499]
1,[ 0.47491026  0.52508974]
1,[ 0.48768559  0.51231444]
1,[ 0.48195717  0.51804286]
1,[ 0.48057786  0.51942217]
0,[ 0.50474656  0.49525341]
0,[ 0.50129145  0.49870852]
1,[ 0.47601962  0.52398044]
1,[ 0.48670897  0.51329106]
1,[ 0.48000172  0.51999825]
0,[ 0.50960505  0.49039492]
1,[ 0.47410002  0.52590001]
1,[ 0.49719253  0.50280744]
0,[ 0.50036347  0.4996365 ]
1,[ 0.49728745  0.50271255]
1,[ 0.49932206  0.50067794]
0,[ 0.50224626  0.49775377]
0,[ 0.50862968  0.49137032]
1,[ 0.49677542  0.50322461]
1,[ 0.48348707  0.51651293]
1,[ 0.49932584  0.50067413]
1,[ 0.48823202  0.51176798]
1,[ 0.491162  0.508838]
1,[ 0.49406677  0.50593317]
0,[ 0.50635713  0.4936429 ]
1,[ 0.48444772  0.51555228]
0,[ 0.51352501  0.48647499]
1,[ 0.48953885  0.51046115]
1,[ 0.4969919   0.50300807]
1,[ 0.47453117  0.52546883]
1,[ 0.49631971  0.50368029]
1,[ 0.47743967  0.5225603 ]
1,[ 0.49653316  0.50346684]
0,[ 0.51230836  0.48769161]
1,[ 0.49374625  0.50625378]
1,[ 0.49240893  0.50759107]
1,[ 0.48286772  0.51713228]
0,[ 0.50209081  0.49790916]
1,[ 0.47709456  0.52290541]
0,[ 0.50074923  0.49925074]
1,[ 0.48505077  0.5149492 ]
1,[ 0.49257883  0.50742114]
1,[ 0.48320499  0.51679504]
1,[ 0.48619398  0.51380605]
1,[ 0.47324955  0.52675045]
1,[ 0.49373212  0.50626791]
1,[ 0.47941241  0.52058762]
0,[ 0.5214504   0.47854963]
1,[ 0.47679833  0.5232017 ]
1,[ 0.48499608  0.51500392]
1,[ 0.48284563  0.5171544 ]
0,[ 0.50186247  0.49813756]
1,[ 0.48379451  0.51620549]
0,[ 0.51160061  0.48839936]
1,[ 0.47076198  0.52923805]
1,[ 0.48304245  0.51695752]
0,[ 0.50288773  0.49711224]
1,[ 0.49381694  0.50618309]
1,[ 0.4833239   0.51667613]
0,[ 0.50921369  0.49078631]
0,[ 0.5053246  0.4946754]
1,[ 0.48538703  0.51461303]
1,[ 0.48008999  0.51990998]
1,[ 0.48990223  0.5100978 ]
1,[ 0.48741156  0.51258844]
1,[ 0.48191193  0.51808804]
1,[ 0.48529533  0.5147047 ]
1,[ 0.4971132   0.50288683]
1,[ 0.47916302  0.52083701]
1,[ 0.49051028  0.50948972]
0,[ 0.51072484  0.48927516]
1,[ 0.48755851  0.51244146]
0,[ 0.5132466   0.48675337]
1,[ 0.49841586  0.50158417]
1,[ 0.48961285  0.51038718]
1,[ 0.4975763  0.5024237]
0,[ 0.50120586  0.49879414]
1,[ 0.47118652  0.52881348]
1,[ 0.47398388  0.52601612]
1,[ 0.47250399  0.52749598]
1,[ 0.48438716  0.51561284]
1,[ 0.49990243  0.50009757]
1,[ 0.48097804  0.51902193]
1,[ 0.4922896  0.5077104]
1,[ 0.48448566  0.51551431]
1,[ 0.48076099  0.51923901]
1,[ 0.48256993  0.51743013]
0,[ 0.50252724  0.49747279]
1,[ 0.4994227   0.50057733]
1,[ 0.49318635  0.50681365]
1,[ 0.49747512  0.50252485]
1,[ 0.48139977  0.51860017]
1,[ 0.48677123  0.51322877]
0,[ 0.50223905  0.49776089]
1,[ 0.49356911  0.50643092]
1,[ 0.47965786  0.52034217]
0,[ 0.50089258  0.49910742]
1,[ 0.48756239  0.51243764]
1,[ 0.4814339   0.51856613]
1,[ 0.48022032  0.51977968]
0,[ 0.502428  0.497572]
1,[ 0.48572186  0.51427817]
0,[ 0.51333082  0.48666921]
1,[ 0.48246935  0.51753068]
0,[ 0.50106263  0.49893734]
1,[ 0.47734568  0.52265429]
1,[ 0.49373293  0.50626713]
1,[ 0.49063864  0.50936133]
0,[ 0.50680882  0.49319118]
1,[ 0.49817809  0.50182188]
1,[ 0.48896381  0.51103622]
1,[ 0.47951081  0.52048916]
1,[ 0.49510765  0.50489235]
1,[ 0.47539151  0.52460849]
1,[ 0.48897916  0.51102084]
1,[ 0.49112466  0.50887531]
0,[ 0.50412506  0.49587494]
1,[ 0.49402753  0.50597245]
1,[ 0.48023272  0.51976728]
1,[ 0.49604747  0.50395256]
1,[ 0.4855471   0.51445293]
1,[ 0.4878543   0.51214564]
1,[ 0.47838733  0.5216127 ]
1,[ 0.49908969  0.50091028]
0,[ 0.51315802  0.48684192]
0,[ 0.51659828  0.48340172]
1,[ 0.49430206  0.50569797]
0,[ 0.50188828  0.49811175]
1,[ 0.47928452  0.52071542]
1,[ 0.48964289  0.51035708]
1,[ 0.47528216  0.52471787]
0,[ 0.50280708  0.49719292]
0,[ 0.51814008  0.48185992]
1,[ 0.4838973   0.51610273]
1,[ 0.49525586  0.50474411]
1,[ 0.49128562  0.50871432]
1,[ 0.49417281  0.50582719]
1,[ 0.48212028  0.51787972]
1,[ 0.49335438  0.50664562]
1,[ 0.47886392  0.52113605]
0,[ 0.51450479  0.48549518]
1,[ 0.49553433  0.5044657 ]
1,[ 0.49624145  0.50375849]
1,[ 0.48099041  0.51900959]
0,[ 0.50304347  0.49695653]
0,[ 0.50281513  0.49718484]
1,[ 0.48283103  0.517169  ]
1,[ 0.48828512  0.51171488]
1,[ 0.49645445  0.50354558]
1,[ 0.47106853  0.52893144]
1,[ 0.49761772  0.50238234]
1,[ 0.49273601  0.50726402]
1,[ 0.48586455  0.51413542]
1,[ 0.49241838  0.50758165]
1,[ 0.48118702  0.51881301]
1,[ 0.4809064   0.51909357]
1,[ 0.48871154  0.51128846]
1,[ 0.49113458  0.50886542]
1,[ 0.48196942  0.51803058]
1,[ 0.49913535  0.50086468]
1,[ 0.48695067  0.5130493 ]
1,[ 0.4978731   0.50212693]
0,[ 0.51763237  0.48236769]
1,[ 0.47506106  0.52493894]
1,[ 0.48497856  0.5150215 ]
1,[ 0.49135882  0.50864118]
1,[ 0.47560021  0.52439982]
1,[ 0.49919623  0.50080377]
1,[ 0.47272083  0.52727914]
1,[ 0.47539416  0.52460587]
1,[ 0.49973416  0.50026584]
1,[ 0.48973867  0.5102613 ]
1,[ 0.47317168  0.52682835]
1,[ 0.48938787  0.51061213]
1,[ 0.48197377  0.51802623]
1,[ 0.48930004  0.51069999]
1,[ 0.49270797  0.50729209]
1,[ 0.48456424  0.51543576]
1,[ 0.49575308  0.50424689]
0,[ 0.50419194  0.49580806]
1,[ 0.48510534  0.51489466]
0,[ 0.50263959  0.49736041]
1,[ 0.48049968  0.51950032]
0,[ 0.50806916  0.49193087]
1,[ 0.48603544  0.51396459]
0,[ 0.51362824  0.48637176]
1,[ 0.49163726  0.50836271]
0,[ 0.50369966  0.49630034]
0,[ 0.50188059  0.49811944]
1,[ 0.49711642  0.50288355]
1,[ 0.48674649  0.51325351]
1,[ 0.47438717  0.52561289]
1,[ 0.49001908  0.50998092]
0,[ 0.5097065  0.4902935]
1,[ 0.49544984  0.5045501 ]
0,[ 0.50703621  0.49296382]
1,[ 0.47826514  0.52173483]
1,[ 0.48461702  0.51538301]
0,[ 0.50981528  0.49018469]
0,[ 0.50383675  0.49616322]
1,[ 0.49123454  0.50876546]
0,[ 0.50064063  0.49935934]
1,[ 0.48084942  0.51915061]
0,[ 0.50505275  0.49494722]
1,[ 0.49444261  0.50555736]
0,[ 0.50264126  0.49735874]
1,[ 0.47576541  0.52423459]
1,[ 0.47824791  0.52175206]
1,[ 0.49671787  0.50328213]
1,[ 0.49071532  0.50928468]
1,[ 0.4833357   0.51666427]
1,[ 0.47728333  0.52271664]
1,[ 0.49646536  0.50353462]
1,[ 0.4830493   0.51695067]
0,[ 0.50931633  0.49068365]
1,[ 0.48162654  0.51837349]
1,[ 0.4874939   0.51250613]
1,[ 0.48301172  0.51698828]
1,[ 0.48325995  0.51674002]
1,[ 0.49375376  0.50624621]
0,[ 0.51776141  0.48223862]
0,[ 0.50466502  0.49533495]
1,[ 0.47790846  0.52209151]
1,[ 0.49735728  0.50264275]
1,[ 0.48573139  0.51426858]
1,[ 0.49668744  0.50331253]
1,[ 0.47624457  0.52375543]
1,[ 0.49390873  0.5060913 ]
1,[ 0.48779231  0.51220769]
1,[ 0.48457363  0.5154264 ]
1,[ 0.4946501   0.50534987]
1,[ 0.4836354   0.51636463]
1,[ 0.47368288  0.52631706]
1,[ 0.48326972  0.51673025]
1,[ 0.49631587  0.50368416]
0,[ 0.51914388  0.48085609]
1,[ 0.49213108  0.50786889]
0,[ 0.511603    0.48839703]
0,[ 0.50115943  0.49884054]
1,[ 0.49936491  0.50063509]
1,[ 0.48857599  0.51142395]
0,[ 0.51363271  0.48636732]
0,[ 0.51213193  0.48786807]
1,[ 0.48703209  0.51296794]
1,[ 0.49630871  0.50369126]
0,[ 0.50719273  0.49280727]
1,[ 0.48725551  0.51274443]
0,[ 0.51762474  0.48237529]
1,[ 0.49174291  0.50825709]
0,[ 0.50275993  0.49724007]
1,[ 0.47264588  0.52735412]
0,[ 0.50212491  0.49787506]
1,[ 0.48360276  0.51639718]
1,[ 0.47822165  0.5217784 ]
1,[ 0.47616383  0.52383614]
0,[ 0.51593488  0.48406515]
1,[ 0.47902027  0.5209797 ]
1,[ 0.48933294  0.51066703]
0,[ 0.50122291  0.49877706]
1,[ 0.49879175  0.50120825]
0,[ 0.50417906  0.49582091]
1,[ 0.47840592  0.52159411]
1,[ 0.47879484  0.52120519]
1,[ 0.48090801  0.51909196]
1,[ 0.48900786  0.51099211]
0,[ 0.51639539  0.48360461]
1,[ 0.48339677  0.51660323]
0,[ 0.51019561  0.48980436]
0,[ 0.50561905  0.49438098]
1,[ 0.490888  0.509112]
1,[ 0.49266526  0.50733471]
1,[ 0.49773183  0.5022682 ]
1,[ 0.48071867  0.51928133]
1,[ 0.49797508  0.50202489]
1,[ 0.47535169  0.52464831]
1,[ 0.48165786  0.51834214]
0,[ 0.50628603  0.49371395]
0,[ 0.50068194  0.49931812]
1,[ 0.48879018  0.51120979]
1,[ 0.4908385   0.50916153]
0,[ 0.50167531  0.49832472]
1,[ 0.4872371   0.51276296]
1,[ 0.49610269  0.50389731]
1,[ 0.49008381  0.50991619]
0,[ 0.50602078  0.49397922]
1,[ 0.470754    0.52924597]
1,[ 0.49339789  0.50660211]
1,[ 0.49415773  0.50584227]
0,[ 0.50284564  0.49715438]
1,[ 0.47899488  0.52100509]
1,[ 0.47867811  0.52132189]
1,[ 0.48349351  0.51650649]
1,[ 0.4998734  0.5001266]
1,[ 0.49620575  0.50379425]
1,[ 0.4964416  0.5035584]
1,[ 0.48508301  0.51491702]
1,[ 0.47463569  0.52536428]
1,[ 0.49516624  0.5048337 ]
1,[ 0.49857381  0.50142616]
1,[ 0.47999978  0.52000022]
0,[ 0.5008921   0.49910793]
0,[ 0.50864428  0.49135572]
